Published,User,Comment
2023-11-17T05:43:42Z,@rahmat-un4od,Mana UNHCR ? PBB ? MYANMAR HARUS DI SANKSI BERAT TERBUKTI LALAI DAN GENOSIDA WARGANYA ...
2023-11-17T05:43:28Z,@abdulkarimkarim7585,"Tolak  sangat berbahaya, ini bukan negara aceh,"
2023-11-17T05:42:55Z,@maryam22830,Boleh berbuat baik tp kalau terus terusan begini nanti lama lama kaya Palestina. Awal nya Palestina menampung Israel dgn baik eh malah di kuasain sepenuhnya
2023-11-17T05:42:53Z,@no-xs4io,Masyaallah taruh kalimantan masih banyak hutan nganggur
2023-11-17T05:42:24Z,@restualam4405,Wkwkk selamat🎉
2023-11-17T05:42:15Z,@bangtung13,Sangat invasif ayo lah Rohingya pertahankan hak kalian di negara asal kalian jangan kabur gitu
2023-11-17T05:41:50Z,@rizkisempara7588,"Yg bicara soal kemanusiaan itu sangat bagus..<br>Rohinya ini imigran dari bangladesh,di malaysia dia sudah semakin gila dan menjadi jadi buat onar....<br>Rohinya ini manusia yg tdk bisa bls budi dan berterimakasih !<br>Saya juga bingung ..<br>Mereka islam tapi adab mereka tidak ada."
2023-11-17T05:41:31Z,@user-fx3bf3vs5c,Apa yg di lakukan saudara kt di aceh ini udah tepat jgn sampai warga rohingnya menetap di indonesia soalnya di malaysia aja makin lama tinggal makin menginjak org tempatan susah di atur
2023-11-17T05:39:08Z,@imamsaipul6495,"Katanya serambi mekah,mayoritas islam semua,saatnya cari amal buat di aherat,ada muslim yg butuh bantuan mlh di sia siakan,percumah jd muslim,kl sesama muslim gk saling membantu,apa gk kasihan,"
2023-11-17T05:39:02Z,@moehamad9690,Kasihan amat ya
2023-11-17T05:38:21Z,@user-ci4dn3es1f,Diberi kerjaan saja mereka. Kssihan
2023-11-17T05:37:56Z,@kartika_jember77,jngn sampai di kuasai pengungsi negara kita. kasian sih kasian tpi lama2 di kuasai orang asing
2023-11-17T05:37:51Z,@gemakkipu1101,knp.kok ngungsi apa dinegaranya perang kah
2023-11-17T05:36:25Z,@aiyulee6366,Mending kasi mereka rumah menetap dripada kasi tanah ke investor rempang
2023-11-17T05:36:07Z,@nanakristina6878,balikan ke laut ..jangan pernah terima pengungsi dari manapun . . hanya akan membebani INDONESIA SAJA
2023-11-17T05:35:49Z,@Elisa-bq2jp,Mereka udah keenakan.. dipikirnya warga Aceh selalu menerima mereka... Kalo gak dibatasi bisa2 mereka menguasai Aceh
2023-11-17T05:35:42Z,@gundalaputrapetir6558,Setuju juga dengan warga aceh mereka sudah membantu .dan jangan mentap . Jumplah yang banyak sekalih
2023-11-17T05:35:38Z,@muhtareffendi5214,Warga Aceh harus ada perikemanusiaan apalagi mereka se aqidah Agama Islam ......Bumi dan langit ciptaan Alloh...manusia sementara di Dunia.....😂🎉👍👋🤲🤲🤲
2023-11-17T05:35:17Z,@matgaber3317,"MENERIMA MEREKA TINGGAL BERSAMA KITA KERANA ALLAH. TAPI MEREKA TIDAK BERFIKIR BEGITU. LIHAT SAJA DI MAKAYSIA, WARGA. BANGLA, ROHINGNYA DAN LAIN² PELARIAN DITERIMA DENGAN BAIK. PADA AKHIRNYA MEREKA MENENTANG TUAN YANG MENERIMA MEREKA. UNDANG² DILANGGAR DAN PEMBUAT KOTOR. SAMPAH SARAP BUANG TIDAK BERTEMPAT. BAIK JUGA ACEH MENOLAK UNTUK MENERIMA MEREKA SUPAYA TIDAK TIMBUL MASALAH DI KEMUDIAN HARI."
2023-11-17T05:34:10Z,@hobbyfajrie,"membantu boleh, tp jgn menetap ujung2nya menguasai dan memerdekakan diri di tanah dan negara orang seperti negara Israel😅😅"
2023-11-17T05:34:01Z,@godblessyou3657,"masyarakat dsna tau menjaga wilayahnya,jgn sampai kyk negara jiran malaysia mereka bikin onar dsna,berbuat kriminal,memang tidak semuanya seperti itu tapi alangkah baiknya jgn diterima,krn warga aceh sudah cukup baik memberi bantuan,"
2023-11-17T05:33:44Z,@DedyElias-wn3fu,"Kasihan,  sya minta bpk prabowo  menolong  pengungsi rohingnya itu,"
2023-11-17T05:33:35Z,@andriyansyah2477,"itu orang pakistan, yang ngerantau ke myanmar, balikin lagi ke pakistan."
2023-11-17T05:32:32Z,@adiw6283,"Terima saja dulu terus diskusikan dengan pemerintah pusat dan libatkan PBB yang ngurus masalah pengungsi, meskipun pada akhirnya di kembalikan ke negara asal itu soal nanti.<br><br>Bukan malah diusir suruh balik ke kapal terombang-ambing dilautan yang gak jelas arah tujuannya itu biadab, mereka itu manusia bukan binatang."
2023-11-17T05:31:16Z,@ibupramitasari6996,"😢kasihan juga,,tp belajarlah dr palestina..😢"
2023-11-17T05:31:12Z,@fina6700,Siapa tuch yg Masukin mereka ke Aceh.... Psti ada Bandar nya...
2023-11-17T05:31:08Z,@ronalpakpahan2845,Masa sesama muslim aja ngk mau bantu.. Kok Palestina mau kalian bantu
2023-11-17T05:31:06Z,@isahsah618,RoHinah itu Mna sih
2023-11-17T05:30:29Z,@junwatania1925,Katanya se iman
2023-11-17T05:29:55Z,@ojikojik9468,Orang acheh menolak sekeras kerasnya imigran rohingya...kemana aparat...usir mereka.
2023-11-17T05:29:54Z,@tewahcity7073,Bukankah mereka semuanya muslim
2023-11-17T05:29:50Z,@Ahmad-li6pz,"Pengungsi Rohingya, di beri hati minta jantung,, gue sama sekali enggak respect, sama pengungsi Rohingya,,"
2023-11-17T05:29:38Z,@medan2951,Tolak pengungsi rohingya mereka bisa menjajah kita contoh nya Malaysia mereka merajalela di tanah Melayu dan membuat keonaran kepada rakyat Pribumi kalau mereka sudah kuat kita si jajah aceh sudah cukup banyak membantu pengungsi rohingya sebelumnya apa yang terjadi setelahnya mereka membuat keresahan dan keonaran di desa tempat penampungan tersebut
2023-11-17T05:29:18Z,@Kirnoto99,Suruh ke Malaysia saja mereka biar kumpulan sama warganya yg di Malaysia soalnya kalau ditampung di Aceh mereka akan mengambil alih tanah penduduk dn mengklaim tanahnya mereka kalau sudah bertahun² mereka tinggal dn beranak pinak dn nantinya kaya di Thailand
2023-11-17T05:29:18Z,@edrizalkoto6642,Jgn di perboleh kan menetap akan membahayakan rakyat aceh nantinya.
2023-11-17T05:29:07Z,@sosorsaba2243,"swbaiknya ditsmpung orang orang yg kemaren demo di monas🤑, 1 orang menampung 1 keluarga dipastikan pengungsi rohingya makmur"
2023-11-17T05:28:06Z,@jimirajimi2541,"Usir ajah, jngan sampai nantinya malah warga asli pribumi yg d usir."
2023-11-17T05:27:28Z,@bergitalawi230,"Emang kenapa sama negara mereka sendiri ya, jd gk tega loh lihat anak anak yg msh di bawah umur astaga😢😢😢"
2023-11-17T05:26:53Z,@Umardau_123,Indonesia ketua Asean hrus berani menekan Myanmar..<br><br><br>Sdih bgt Saudara sesama muslim di gtuin.<br>Hrusnya cri solusi
2023-11-17T05:26:52Z,@senjumo,Mgknkah 100thn lg ACEH ganti nama jd ACEHRO ?
2023-11-17T05:25:57Z,@user-lb5hp9tz8h,Enak banget main ngungsi dgn gampangny.. 😁<br>Dgn seringny memberi bantuan jd salah mnartikan
2023-11-17T05:25:32Z,@Umardau_123,Jika kita membantu. <br>Allah tidak akan sia2..
2023-11-17T05:21:12Z,@musliadiadi8541,Mantap keren
2023-11-17T05:20:49Z,@khinzal,"saya sangat setuju di tolak,<br>soal di malaysia bnyak rohingya,<br>mereka di malaysia semena2,sudah dikasih tempat tinggal tpi semaunya jorok lagi,seharusnya sebagai pengungsi,atau perantau,dimana bumi dipijak disitu langit dijunjung"
2023-11-17T05:20:48Z,@anteko1232,daerah seperti Aceh memang sering menjadi tempat berlindung bagi pengungsi dari negara lain
2023-11-17T05:19:35Z,@satiksatik6024,"Lama2 akan menguasai Aceh , memberontak dan mendirikan  pemerintahan sendiri ,pemerintah wajib curiga dan waspada dgn kedatangan rohingnya terus menerus ke Aceh jangan sampai menyesal di kemudian hari"
2023-11-17T05:19:18Z,@putrakelanaputratanahmerah6857,Katanya SE iman 😂😂😂
2023-11-17T05:17:23Z,@anuarjamai1351,Bknkah hari tu mahu terima sangat kan
2023-11-17T05:17:05Z,@jasroy2055,"Kpda saudara2 di indon..tolak warga ini dari duduk di indonesia..tolak baik2 dan jangan benarkan mereka turun ke tanah indon walau dimanapun..kmi dimlysia dah dpt pengajaran dri warga atau bangsa ini..mereka gunakan agama dan kopolosan muka mereka mulanya..sdngkn bila sdh lma..bru warga malaysia tahu mereka ini keislamannya seperti dibuat2..sampai nak klem dah bbrapa tmpt dimlysia..jd,lbih baik tolak awal2..menyesal sprti mlysia dah tk berguna nanti"
2023-11-17T05:16:51Z,@ekosugirilancarjaya8000,Contohlah palestine mereka ttp berthan dinegaranya sklipun nyawa taruhanny krn muslim sejati tdk tkut mati demi memperjuangkan kebenaran❤
2023-11-17T05:15:58Z,@MiaMia-nt3nw,Allah maha menyaksikan semua ini ..Hanya Allah yg bisa mengurus  semua
2023-11-17T05:15:36Z,@eerrbb6241,"Warga aceh sudah benar, hanya memberi perbekalan. Jangan memulai apa yang tidak bisa diselesaikan. Bagaimanapun tanah di Negara ini harus dipertahankan dari bangsa asing. Apalagi kalau negara yang bukan tujuan pengungsi. Apalagi ini yang secara ideologi, tatakrama dan sopan santunnya berbeda. Tidak semua niat baik akan berakhir baik. Daripada nanti tanahnya diklaim warga asing mending buat WNI sendiri yang masih banyak ngga punya tanah dan rumah tempat tinggal, WNI yang mau punya tanah aja mesti nyicil. Baik itu boleh, tolol jangan."
2023-11-17T05:15:10Z,@nurullatifah4121,😢😢😢 melasi
2023-11-17T05:15:08Z,@andi_ananta,Katanyo saudara muslim...??<br>wkwkwk
2023-11-17T05:13:44Z,@ahmadarif4042,entah apapun alasannya kita cuma merasa kasihan😢.semoga allah memberikan solusi terbaik buat mereka
2023-11-17T05:13:39Z,@royrebot3632,Trima donk kan  seiman 🎉
2023-11-17T05:13:38Z,@Abunawas889,"Wah itu kan saudara kalian yg muslim juga kenapa tdk di tolong sedangkan perang palestina Israel kalian punya hari kemanusiaan sampe2 barikan sumbagan ke Palestina, kalau jadi muslim ya muslim yg baik dong jng pilih2 ksh"
2023-11-17T05:13:33Z,@suneoneo2282,Yg sudah&quot; di ksih hati mla jd ngelunjak
2023-11-17T05:13:06Z,@imunkgo9825,Rohingya itu pada mau kemana? Dan tujuannya apa ya?
2023-11-17T05:12:46Z,@EddiSon-qx7do,Ini Bahaya Bisa2 akan memicu konflik di kemudian hari Kasihan anak cucu kalian nanti yang berkonflik dengan mereka
2023-11-17T05:12:11Z,@Introvert618,"Padahal dulu umat muslim indonesia banyak yang bersimpati kpd pengungsi rohingya itu  dan banyak juga yang mengecam pemerintah myanmar, sekarang lihata sendiri orang aceh juga akhirnya yang menolak rohingya itu, maka  nya lain kali kalau bersimpati gak usah lebay sampai mengecam penganut agama lain 😅😅😅"
2023-11-17T05:11:43Z,@rafliyberiefv8366,"Sesama muslim wajib membantu, atau paling enggak meringankan beban, kita pernah kok menampung pengungsi dari Vietnam di pulau Galang, yaa ini tergantung Pemerintah dan PBB bagaimana caranya mengatur dan mengatasi pengungsi dari Myanmar. Saya sebagai masyarakat yang berada di negara Indonesia ini, bukan menolak dan bukan pula tak ingin meringankan beban. Tapi harus jelas dulu cara dan mekanisme pelaksanan penerimaan Pengungsi itu sendiri, Eropa bisa masak kita tidak bisa itu saja"
2023-11-17T05:10:32Z,@hariyantohariyanto4270,ROHINGYA RATA RATA KURANG AJAR...MANUSIA GAK TAHU DIRI....
2023-11-17T05:09:49Z,@miamia6264,Sudah penuh rakyat indonesia..<br>Tpi maaf untuk tinggal di indonesia g bisa yah...
2023-11-17T05:07:16Z,@nasirmuhamad6639,Kenapa pihak kepolisian dan TNI AL Tidak tegas mengontrol perairan Negara.. Apa kalian sebagai petugas mendapat imbalan dari kapten kapal yg menceroboh perairan Negara hampir setiap bulan.. bikin sakit mata saja masalah ronghiya yg tiada henti memasuki perairan Negara.. Apakah pihak ronghiya pernah ikut memerdekakan NKRI.. Pihak DPR Tolong diselidiki kasus ini.
2023-11-17T05:07:10Z,@saifulilmi6302,"Kita kan punya banyak pulau tidak berpenghuni, kalo dialihkan untuk pembangunan disana dengan Syarat tidak memiliki hak tanah untuk beberapa tahun gimana? Lumayan kalo dapet kerja nguli gratis di ikn, atau mungkin pertanian hasil nya buat mereka juga buat rakyat yang membutuhkan."
2023-11-17T05:06:22Z,@user-lp6ev9nu1n,Saudara seiman banyak yg susah
2023-11-17T05:05:27Z,@sumitrositohang4931,Tampung itu sudara mu kaum mu😆.😂
2023-11-17T05:04:18Z,@undietopten4682,Masak masyarakat serambi mekah menolak pengungsi muslim?? Katanya aja siap mati bela palestina?😅
2023-11-17T05:04:03Z,@cinderellacinderella6332,"terima aja, ntar aceh di invansi entis rohingya"
2023-11-17T05:03:34Z,@gian8923,Kn seiman ??
2023-11-17T05:03:00Z,@kangsanto6895,"Pemerintah seharusnya yang menangani, bukan warga"
2023-11-17T05:00:50Z,@user-ys8tv2jl6l,"warga aceh mulai sadar,akan ancaman sosial di bumi aceh"
2023-11-17T05:00:42Z,@ghazaprimaa,"Bukan apa2, terkadang pengungsian ini udh terlalu lama tinggal lama2 mereka menjadi arogan merasa tanah daerah tempat dia menetap punya nenek moyang mereka,,"
2023-11-17T05:00:17Z,@bontorlumbantoruan6910,Usir
2023-11-17T04:57:41Z,@kennyleong4711,"Bagilah rohingya tinggal di Aceh, mereka pun serumpun dengan kalian orang indonesia, saudara mara dah sampai, terimalah dengan baik"
2023-11-17T04:56:25Z,@Dandidandi3032,Suruh mereka ke sulawesi sana
2023-11-17T04:56:18Z,@user-ts8co3dl8b,Membatu boleh tapi diam di Aceh jangan takut kaya Israil nanti menlujak meguwasai aceh
2023-11-17T04:55:43Z,@meiherowati3758,Muslim SDH cerdas takut benalu disusupi teroris seperti yang di Australia malah jadi pengacau
2023-11-17T04:55:28Z,@user-xz2co8ft1w,Pokoknya tolak teruss
2023-11-17T04:55:28Z,@yulius1207,Mereka serumpun malaysia kirim balik ke malaysia kawan
2023-11-17T04:55:16Z,@user-cf7kh5by5b,Alloh ujian kalian duuia hatitakkasih saudaramu maka akirat allohhuakbar
2023-11-17T04:54:48Z,@konangjati1294,Bawa ke kapal lagi aja....
2023-11-17T04:54:46Z,@pujiyopujiyo6403,Kl tolak saya setuju.mereka biar kembali ke asal negaranya saja.
2023-11-17T04:54:39Z,@user-sw4sm3mp2w,Itu pemerintah..miyanmar.memang cerdas ..kalu rakyatnya...di suruh migran...
2023-11-17T04:54:32Z,@Joiasoraes-uk2mr,Mereka juga Muslim to....
2023-11-17T04:53:38Z,@pejuangreceh81,Tolak jangan sampai seperti Malaysia.....
2023-11-17T04:53:08Z,@bintangbara9743,"Usir mereka bahaya beranak pinak setelah itu berontak, sama seperti keturunan Yaman 1,2 orang tapi jadi provokator memanfaatkan orang orang bodoh di negri ini"
2023-11-17T04:53:07Z,@arisgedangsewu718,"Dulu dikasihani krna kasihan,, ttoi selrang selalu membuat gaduh"
2023-11-17T04:52:53Z,@user-sw4sm3mp2w,Suwaktu saat.kayak palestina israel
2023-11-17T04:52:12Z,@handonomari656,"DIKASIH MAKAN DULU DI RAWAT , BARU DI PULANGKAN KE NEGARANYA"
2023-11-17T04:52:04Z,@Zamri-ek6go,yg gw kasian tu anak².... kalau org dwasa trserah.
2023-11-17T04:51:36Z,@ayuprameswari6165,YAllah kasian lg.. Semoga ada yg menerima y Allah.. Kasian
2023-11-17T04:50:24Z,@kaoemzantay2356,MUI MANA MUI .. INI ADA YANG BUTUH PERTOLONGAN... TANGGAP GA RESPON NYA.
2023-11-17T04:49:31Z,@basing.basing,Jika akan di tampung pasti akan datang lagi yg lebih banyak dan bertahap datangnya.. itu sebagian strategi. Jangan sampai warga lokal menjadi tamu di rumah sendiri..
2023-11-17T04:48:50Z,@Bebegigg,Yup.. betul sih.. krn biaya nya bisa sangat besar dan akibat bisa baik atau buruk ..kriminal dll.. blm ijin.. mungkin tujuan mereka australia..kecuali emang pekerja.. yg dibutuhkan suatu wilayah lain soal..jelas semua..
2023-11-17T04:48:24Z,@ciptozebua1047,Jangan bagi ..nanti macam si negara Malaysia..mereka jadi masalah besar dan menganggu kestabilan negara kita ..lepaskan lagi kw laut dan awasi serta monitor agar merwka ke luar dari negara Indonesia
2023-11-17T04:47:34Z,@PakMiftakul-pj8kn,Sebenar ya kasihan tp mereka punya negara sendiri alhamdulillah orang indo masih bisa membantu yg semampunya mereka bisa <br>Tp kalau untuk menetap &amp; tiggal di indonesia saya juga tidak setuju sebenar ya tanpa kita sadari banyak orang asing yang menetap di indonesia
2023-11-17T04:47:14Z,@dodisuwandi7538,Ya harus ditolak...karna takut seperti israel...
2023-11-17T04:45:36Z,@rschannel3098,"Siapkan lahan pertanian, jdkan petani biar bisa produksi beras...<br>Knp ratusan org cina dibiarkan nguasai Indonesia smentara mrk yg susah hidupnya dibiarkan mati dimakan ikan..."
2023-11-17T04:45:33Z,@bihankholiq-uz4qj,"Sy kasihan kalau lht anak kecil, tp klo melihat yg sdh dewasa tidaklah, krn mereka kdg bikin ulah, dulu ada yg hina upahx kecil lalu dia lari dr aceh, itu yg bikin sy tdk kasihan sm org rohingya"
2023-11-17T04:44:59Z,@anthonywjw,INILAH REALITA FAKTA SESAMA UCLIM😂GA USAH MUNAFIK
2023-11-17T04:44:44Z,@wiranirawan-mx6vm,Tuh liat ...  Aceh yang menjalankan syariah sj NOLAK pengungsi rohingnya... <br>Knp banyak yang mau terima palestina 😂😂😂😂
2023-11-17T04:44:39Z,@user-sd7wr8gu7f,Kaum sesamanya katanya harus saling membantu dan memjuangkan...<br>Oh ternyata oh ternyata...hanya dalam ujaran kata² saja...
2023-11-17T04:44:32Z,@user-vp5xv6sf6t,Pemerintah Aceh harusnya menolak pengungsi itu. Jangan biarkan rakyat yang atur. Kacau nantinya republik ini. Kirim ke Arab sana.
2023-11-17T04:43:54Z,@DedeDede-ep1ov,"Bodo amat,,"
2023-11-17T04:43:49Z,@MayaHuriyah,"Ya aceh jangan sampai kaya Palestina kedua,saya juga orang Aceh"
2023-11-17T04:42:47Z,@renaa9086,"Aceh sangat betul aceh, jgn bawah nama agama, suruh k padang atau k jawa..."
2023-11-17T04:42:46Z,@PakMiftakul-pj8kn,Alhamdulillah negara indonesia damai masih bisa menerima mereka &amp; membantu negara asing
2023-11-17T04:42:32Z,@redmitesco3718,Cocok di tolak
2023-11-17T04:42:21Z,@sayidahziya6863,"enggak tega liatnya,bumi Allah luas tapi kenapa mereka mesti terkatung katung  tanpa arah tujuan"
2023-11-17T04:42:12Z,@fadhlialghanihanif6447,Pantes aceh kena tsunami hati nuraninya udh pd mati
2023-11-17T04:41:40Z,@billybonzul,Jiwa kasih sayang
2023-11-17T04:41:06Z,@user-uy4dp3rn2z,Celaka kenapa kmu lari berjuanglah
2023-11-17T04:40:43Z,@rahmatcitylerr79,Contoh nyata rohingya di malaysia di kasih suaka malah demo minta hak gile gk tuh mana orng&quot;nya nyampah di mana&quot;
2023-11-17T04:40:19Z,@ianpranasoeria3098,Pertahan kn tanah kelahiran kalian. Doa kami selalu  buat kalian😊
2023-11-17T04:40:14Z,@gombol2187,Muslim menolak pengungsi muslim?<br><br>Pergi ke Eropa saja pasti di terima
2023-11-17T04:40:07Z,@kaoemzantay2356,Kasihan padahal sama2 muslim ya... 😢😢😢 Kenapa tidak hidup rukun...tampung saja tambah banyak tmbh Ramai..😂
2023-11-17T04:40:02Z,@dedia6140,SAYA WARGA ACEH MENOLAK PENDATANG ASING SECARA HARAM MASUK KE WILAYAH ACEH!!!!! MEREKA INI DIKASIH HATI MALAH MINTA JANTUNG ...HANTAR MEREKA KE MALAYSIA SAHAJA
2023-11-17T04:38:00Z,@orangbaik-uj9io,"BERKRIMANUSIAN HARUS,TAPI KLO MENETAP ,OH JANGAN ,KARNA MEREKA BNGSA TIDAK TAU DIRI ,,!!!"
2023-11-17T04:36:57Z,@dickyhaneda7356,"Aparat kemanana negara ini lemah,orang luar aja bisa wara wiri masuk negara ini dengan mudah 😅😅😅"
2023-11-17T04:36:56Z,@Adityacanel84,"Jgn sampai orang rohingnya diterima di Indonesia, nanti bikin onar, di Malaysia sudah bikin onar, jika tidak percaya silahkan"
2023-11-17T04:36:45Z,@Adityacanel84,"Jgn sampai orang rohingnya diterima di Indonesia, nanti bikin onar, di Malaysia sudah bikin onar, jika tidak percaya silahkan"
2023-11-17T04:36:32Z,@anwarudai-ny5vy,"Demi kemanusiaan,, seharusnya penduduk setempat berkordinasi dgn pemda setempat untuk membuka lahan baru untuk di tempati mereka,, <br><br>Rizki Allah yg atur,, mereka teraniaya krn masalah Agama,, harusnya di beri fasilitas,, <br><br>Allah maha luas rahmatnya"
2023-11-17T04:36:28Z,@Tommywaskita,"Sesama kaum mukminmu bantulah kdrun munapikuns <a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>"
2023-11-17T04:36:16Z,@togel2023,Yg lain sibuk soal palestina...nah ini ada yg butuh bantuan malah di usir...memang munafik negeri ini
2023-11-17T04:35:31Z,@asmardupa3953,Ini saudara kita juga kasian
2023-11-17T04:34:51Z,@rahmahrahmah1299,Kalau Di Tolak Suarakan Kemerdekaan Dan Keamanan Keselamatan Bagi Rohingya Yg Mengungsi Biar Bisa Kembali Dengan Aman Ketempatnya Semula...
2023-11-17T04:34:41Z,@aditiyaputrapratama7096,Bagussss...seret lagi ke laut. Kallu tidak ingin rohingniya menguasai aceh bahkan indonesia.sudah banyak contohnya
2023-11-17T04:34:32Z,@my-cf4ss,"Kasih perbekalan yg cukup, dan yg sakit di obati. <br>Beri istirahat yg cukup dan dijaga ketat. <br>Setelah itu baru di deportasi. <br>Demi kemanusiaan."
2023-11-17T04:34:20Z,@bangaiem4527,Antisipasi krna hal yg sama di alami warga palestina yg mengizinkan zionis numpang tinggal pada ahkirnya zionis menguasai wilayah hampir seluruh palestina bahkan tdk ada di google negara Palestina tsb
2023-11-17T04:34:05Z,@AE8812ND,"KASIAN KALI ..DI NEGARA SENDIRI TIDAK TERDAFTAR DAN DI SIKSA KARNA DI ANGGAP PENDATANG . PADAHAL SEBENARNYA KARNA MEREKA BERAGAMA ISLAM .. COBA KALAU MEREKA BERAGAMA KRISTEN  PASTI SUDAH TERDAFTAR DI NEGARANYA ...<br> DI DUNIA DUA KELOPLMPOK ISLAM YANG SAMPAI SAAT INI BELUM DI AKUI KEBERADAANNYA  ROHIGYA DAN PALESTINA .. . BEDANYA PALESTINA TERUS MELAWAN MEREBUT KEMERDEKAANNYA , SEDANGKAN ROHINGYA TIDAK BERDAYA SEHINGGA MEREKA HARUS  MELANGLANG BUANA DI LAUT LEPAS.. <br>KALAU KRISTEN SEMUA PUNYA TANAH , GAKi ADA TANAH SENDIRI TANAH ORANG LAIN DI RAMPAS SEPERTI AUSTRALIA DAN ISRAEL  DAN BANYAK LAGI DI NEGARA NEGARA EROPA YG PENDUDUK ASLINYA SUDAH TIDAK ADA LAGI , MEREKA DGN MUDAH BISA MENGUASAI SUATU TEMPAT KARNA ADA BANTUAN DARI NEGARA KRISTEN LAIN ..  KALO ISLAM MANA ADA SEPERTI ITU PALING KASI MAKAN DAN BAJU USIR LAGI KELAUT.  ."
2023-11-17T04:34:05Z,@ekaprasiska9648,Ya Allah saudara kita rohingya juga sedang dijajah dr negeranya juga islam emg bnr2 lg diuji 😢
2023-11-17T04:33:44Z,@bu_is,knapa tolak kan sesama muslim ... ayo datang dua juta lagi ke serambi mekah
2023-11-17T04:33:01Z,@alamobrotherhood,😂😅jngn smpai di kuasai palestina tanah indo ini
2023-11-17T04:32:57Z,@alamobrotherhood,😂😅jngn smpai di kuasai palestina tanah indo ini
2023-11-17T04:32:32Z,@iqbalizwi6191,Ciri2 org aceh ug munafik<br>Yg udh mengusir saudara muslim yg tersiksa.<br>Woy rakyat aceh .jgn sok suci provinsi kalian tuh..
2023-11-17T04:32:07Z,@jpumasukangin,Usir mereka..<br>Mereka adalah penjajah
2023-11-17T04:31:46Z,@andiksuherman1450,di tolong apa kebutuhan nya dan di suruh peegi itu sudah benar
2023-11-17T04:31:33Z,@AE8812ND,"Rohigianyan Hana Tanoh , dan Hana di akui di nanggroe droe jih ..  preh Mantong di kuasai le Amerika. Jeut keu kristen mandum dan memusuhi umat Islam di seluruh dunia termasuk Aceh"
2023-11-17T04:31:32Z,@user-du7ki6fs1k,Jangan sampe kaya Israel lagi nnti
2023-11-17T04:30:18Z,@alimafthikenm1971,Di kemblikn di negara asal krn klo netaf dia akn nguasai daerh setempat seperti israel yg di tulung tpi mentung
2023-11-17T04:30:16Z,@wijiutami8515,. Jangan terus&quot;an Aceh jadi tempat pengungsian bangsa Bangladesh India. Negara kita sendiri rakyatnya masih bnyak yg menderita. Tidak ada salah nya membantu orang tp gk terus&quot;an. Yg th dulu berapa ratus orang Bangladesh rohingya mengungsi.... Kasih bantu makan boleh&quot; 😮
2023-11-17T04:28:25Z,@user-pz6mc6zh2h,Kasian ya
2023-11-17T04:28:15Z,@sk_kurata,Saudara seiman palestina mana nehhhh itu ada saudaramu mohon di tampung 😂😂😂
2023-11-17T04:28:15Z,@ViVo-zd8dx,Oleh para Mafia di Aceh mereka ini pasti akan diseludupkan ke Malaysia... Malaysia.. Malaysia... Malaysia.... tiada tempat lain yang dituju selain Malaysia... Malaysia..<br>Malaysia.... Malaysia
2023-11-17T04:28:08Z,@BenjaminHaniyeh,<b>SAUDARA</b> yg tak dianggap...
2023-11-17T04:27:47Z,@user-pc2qh4ke4q,Warga aceh sudah benar berkaca dari begara tetangga...
2023-11-17T04:27:43Z,@ilhamilham9814,Jangan lah di usir .diterimah aja
2023-11-17T04:27:22Z,@brinnos5854,"Nanti akan seperti yg dari yaman, semua di klaim...😂😂😂"
2023-11-17T04:27:22Z,@charlesmanullang.777,"Weleh... Weleh.... Weleh.... 😂😂😂😂😂😂😂😂udah mulai ssdar ya bro.... Slama ini membela demi seiman. Tetapi sekarang membela diri sendiri dulu karna yg seiman suduh penuh, 😂😂😂😂😂😂😂😂sisanya cari sendiri lagi tempat yg ada seiman😂😂😂😂😂😂😂, diterima yg seiman hanya terbatas... 😂😂😂😂😂😂dunia memang aneh persahabatan bisa dibatasi orang nya.... 😂😂😂😂😂😂😂..."
2023-11-17T04:27:19Z,@tuanimaharaja9213,Kenapa biasanya di sambut gegap gempita.
2023-11-17T04:26:50Z,@devmachjesfamily4484,Karena dari awal mereka sudah kita tampung dan menetap di aceh  betahun tahun di camp pengungsian....mreka mungkin mengabarkan keluarga klo diindonesia mendapatkan tempat dan diberikan suaka....dan karena khabar baii itu...yg lainnya pun berdatangan ke sini lagii<br><br>.
2023-11-17T04:26:32Z,@wiwinhandayani5020,"tolak saja,jgn jd spt Malaysia krn mrk gak bs menempatkan diri"
2023-11-17T04:25:50Z,@aksimilenial6668,Hati hati kita harus belajar dari kasus israel dan Palestina.... Dulu israel pun pengungsi yg pada akhir mengusir tuan rumah yaitu Palestina... Tetep waspada....
2023-11-17T04:25:35Z,@dewasetiawan5908,Ya wajib mereka bukan mengungsi tapi memang Aceh menjadi tujuan tempat tinggal baru karena kebaikan bangsa Indonesia terutama masyarakat Aceh
2023-11-17T04:25:30Z,@riosajasaja8226,"Usir mereka,jangan sampai nanti nya mereka menganbil wilayah kita,dan merdeka di tanah kita.  Usir merekaaaa"
2023-11-17T04:25:14Z,@saifulbahri5642,assalam mlkm lebih get lheh nejok bantuan nenyoue berlayar lom
2023-11-17T04:25:03Z,@lemoncin4,😂😂😂😂😂 dulu save rohingnya…setelah mengungsi di tolak…bginilah mesir menolak pengungsi Palestine..
2023-11-17T04:24:39Z,@devmachjesfamily4484,Sekali ditampung... mreka terus berdatangan....
2023-11-17T04:23:59Z,@exgyan,Dasar Islam majnun
