Published,User,Comment
2023-11-17T16:47:56Z,@dedyagussetiawan1215,Kasih bekal suruh kembali ke kapal
2023-11-17T16:47:53Z,@jejaksuramadu4816,Gila banyak bener
2023-11-17T16:45:36Z,@rudiperadi-li7pd,"Belajar dari malaysia yang sekarang dikuasai bangladesh dan menyingkirkan warga pribumi malaysia.  <br>Hati hati menampung pengungsi rohingnya.  <br>Jika jumlahnya bertambah banyak, suatu saat nanti warga pribumi indonesia bisa tersingkir"
2023-11-17T16:44:21Z,@MarettaPriadi-tw5og,"Kasian sesama agama islam harus saling ringan tangan ,, jgn ikut israil"
2023-11-17T16:29:51Z,@ujangyayan99,"suruh ke banglades , kan kturunan banglades"
2023-11-17T16:27:00Z,@onicstoon,dilokalisir aja di satu pulau tak berpenghuni. untuk jadi transit ke daratan (bukan terombang ambing di lautan yg penuh resiko) bagaimanapun mereka manusia yg punya hak hidup di buminya Alloh swt.  penampungan sementara &amp; terdata tersebut bentuk kerohiman dan kemanusiaan disamping untuk mencegah gesekan sosial dgn penduduk lokal yg tak diinginkan.
2023-11-17T16:19:32Z,@ReasID,"Jangan di kasih tempat tinggal , kalau tidak mau seperti palestina yang di jajah isriwil"
2023-11-17T16:19:16Z,@shindynadia4045,Cukup tolong beri makan minum dan pakaian kemudian suruhlah balik jngan sampai di ijinkan tinggal dan di heri hak seperti warga lokal jngan mengajarkan mereka untuk menjadi pengecut islam menyuruh kita berjuang jika kita merasa di pihak yg benar dan bukannya lari semua contoh lah sikap warga Palestina mereka di rudal puluhan tahun tapi tetap sampai hari ini berjuang
2023-11-17T16:13:09Z,@Papovapo,"Hanya bisa berdoa semoga pengungsi islam rohingya sllu dlm lindungan Tuhan Yang Maha Esa, sedih juga sih krn kita semua sama2 manusia , punya rasa peduli dan empati, klo bisa dibantu di pulangkan ke negara asalnya 😢"
2023-11-17T16:12:47Z,@YaSu-ob2ir,Sesama muslim harus saling bantu..di mana ahlak kalian..
2023-11-17T16:02:35Z,@Abdul_1980_,Rohingnya banyak bikin rusuh di malaysia....
2023-11-17T15:57:03Z,@jhon-iv7rj,STOP ROHINGYA. demi keamanan kenyamanan bersama...jangan injak kaki dinegri kami. negara harus tegas menolak secara spontan ROHINGYA.
2023-11-17T15:52:13Z,@Rahmatbabai,Belajarlah dari sejarah israel dan palestina
2023-11-17T15:50:53Z,@thaiexe6175,"Haduh,ke malay aja"
2023-11-17T15:38:45Z,@fariedsyaputra5402,"Yaps...tuggu aja tanggal mainya bentar lagi mereka udh  minta di fasilitasi sama negara Sklian minta rumah tempat tinggl ujung2nya main klaim tanah orang akhirnya perang sodra deh.😅./..ada rasa kasian sih cumn gw perhatikan  ada bebal2 nya juga ni mereka malah kata orng2 mereka ni aslinya pemalas tau ah yg pasti membantu boleh tapi harus pakai prinsip kita jagn sampai pendatang malah ngelunjak dan bisa se enaknya di negara kita...tapi gw lihat vidionya di awal2  ktnya warga aceh malah ingin nampung mereka semua dgn alsan seiman dll padahl pemerintah di aceh sdh menolak tapi warganya malah ngotot pengen Nerima Mereka😂😂😂..jdi yah selamat menikmati, banyak anak banyak rejeki kan😂😂😂"
2023-11-17T15:35:15Z,@jabatbecak,coba kita tarik diri .knp tuk hidup di dunia milik tuhan harus sprt ini <br>para pemimpin kls dunia cobalah berbuat jng hny ecek2 bersuara
2023-11-17T15:27:36Z,@ekakurniawatiwat6843,bisa membahayakan aceh itu
2023-11-17T15:21:44Z,@fransvins9067,"Knpa d tolak mereka kan seiman, sama&#39;&#39; Islam. klo Palestina kalian anggap saudara seiman. waduh Indonesia 😂"
2023-11-17T15:16:31Z,@ridolmanurung918,Ini tolak..palestina di puja ..sueuh aja datang..
2023-11-17T15:14:00Z,@ErnasBulog,Tanah luas2 buat ap
2023-11-17T14:59:41Z,@umufaninu,"Loh2 kok malah jadi ga punya perasaan gt ya,,,kalo orang islam mbok ya diterima aja,,ga mungkin mereka isriwilll"
2023-11-17T14:56:57Z,@atik322,Kenafa.di.imfor.kesini
2023-11-17T14:50:41Z,@kejurakeju5130,"Jangan mau tolak, sipat merika buruk"
2023-11-17T14:50:24Z,@suryajalapancing5535,"Biasanya pemerintah yang selalu menolak,ini kok jadi warga Aceh yang menolak, memalukan sekali perbuatan kalian,apakah kalian tak punya hati,melihat anak anak,para wanita,dan orang tua yang butuh perlindungan"
2023-11-17T14:48:16Z,@suryajalapancing5535,"Aku orang Medan yang ikut menjadi relawan di Acceh selama dua tahun,kok bisa nya hati orang Aceh menjadi kejam dan tidak berprikemanusiaan seperti ini,"
2023-11-17T14:46:32Z,@suryajalapancing5535,"Apa salah nya kalau kalian tampung, sementara,parah hati nurani kalian,kok bisa begitu,ingat lah ketika kalian kena musibah,semua manusia dimuka bumi ini melihat ke Acceh,tapi melihat agama atau suku."
2023-11-17T14:43:16Z,@aisyahwahyuni1896,Jadi ke inget israel takut kaya gitu doang😂
2023-11-17T14:38:58Z,@keorijapanese5752,"penolakan dari warga aceh pasti dengan alasan yang jelas, flashback ke rekam jejak warga rohingya yang notabenenya banyak menimbulkan masalah."
2023-11-17T14:35:13Z,@MajorHub,ngelunjak! huahahahahaha
2023-11-17T14:28:45Z,@superboy3234,jangan di tolak di tampung aja katanya seagama...
2023-11-17T14:27:56Z,@wateja4799,Pulang kan saja ke negaranya....sampah itu..yg bisa mengancam nkri
2023-11-17T14:25:25Z,@gobay6986,GAK USAH AMBIL PUSINGG....USIIIRRRR
2023-11-17T14:25:22Z,@Gilbert.Suhendra,Usir saja Keturunan Yaman Mabok agama dan pemecah belah bangsa
2023-11-17T14:22:09Z,@Gilbert.Suhendra,"Hanya Kadrun sentimen Etnis Tionghoa yang tidak permasalahkan itu, Ya itu hak Mereka warga Aceh apa yang Terjadi, Mampus"
2023-11-17T14:22:08Z,@kamaruzamankamarul7271,Warga Rohingya wajib dihantar kegaza bantu hamas perang melawan yahuddi dajjal laknatullah
2023-11-17T14:18:38Z,@wari4336,Kenapa harus pergi dari negara nya si
2023-11-17T14:16:37Z,@vieansalmadian5127,"bnyak orang malaysia yg koment tentng perilaku buruk pengungsi rohingya dinegaranya,kemudian orang aceh sendiri yamg sempat menerima pengungsi rohingya juga berkomentar demikian.. sebenarnya ada apa dengan pengungsi rohingya????"
2023-11-17T14:16:29Z,@crazyfrogz9739,"Kasih bantuan tp suruh balik kekapalnya,jngan sampai penyesalan datang di kemudian hari,mantap warga aceh 👍👍👍👍"
2023-11-17T14:10:42Z,@user-sk6ue8sf5v,Ya allah dah sih biarin merka d situ kasian 😢😢😢😢 gak tega liat anak2 nya 😭😭😭😭
2023-11-17T14:08:51Z,@UstadJoker-se4no,Siapa yg mngirim orang2 itu pemerintah nya di mna
2023-11-17T14:06:07Z,@sopojarwo1471,akidah bobrok.
2023-11-17T14:04:55Z,@sihmarwati2709,"Apakah kehadiran mereka,, itu akan membuat konflik baru di Aceh??"
2023-11-17T14:04:08Z,@GilangRamdani-he7hb,Saya mendukung warga aceh
2023-11-17T14:03:06Z,@azriellmaulana9164,Kasihan sesama muslim
2023-11-17T14:02:33Z,@ecoeco6316,"Menolak Rohingya,..itu warga Aceh yg cerdas.. Tdk mau menambah masalah di kemudian hari...( tdk jelas sampai kpn mrk)"
2023-11-17T14:02:22Z,@InDra-vp1py,Kepada pemerintah Aceh dan pusat khususnya . Apa yg dilakukan warga Aceh cukup alasan untuk menolak pengungsi Rohingya ..... Khusus buat pemerintah pusat saya sebagai manusia merekapun manusia dari pada pemerintah memberi izin bangsa Eropa dan Yahudi menetap di pulau Bali dan Jakarta yg sering kita dengar turis asing memukul bahkan ada yg membunuh mertuanya orang pribumi .... Lebih baik pemerintah pusat menerima penggungsi Rohingnya untuk tinggal di NKRI dari pada bangsa Eropa yg tak punya adat merusak harga diri bangsa dgn tingkah lakunya tak bermoral .... Kalau pemerintah Aceh punya alasan biarkan mereka berlabuh di Sumbar pesisir Selatan Painan karena masih banyak lahan untuk pengungsi Rohingya bertahan hidup ..
2023-11-17T13:56:44Z,@HaryantoKaliwadas-ut5iw,Usir sj .indonesia banyak orang miskin.kita LG beres beres buat rakyat indonesia.malah lu mau bikin bingng sj.mending kalo kamu di tolong ga nglunjak.kalo nglunjak apa malah ga bikin runyam.usir usir usir.
2023-11-17T13:53:22Z,@riniauliaarifin06arifin96,Mukanya ko&#39; seperti muka orang Banglades yaaa
2023-11-17T13:50:47Z,@kelasonlinebro3273,"Minta Suaka ke Amerika dan Australia . Benua mereka luas, belajar rendah hati / tidak protes melulu. Bekerja di perkebunannya, perikanannya dengan tekun , anak anaknya biar dirawat para misionaris dan negara. Suatu saat pasti ada etnis Rohingya yg ikut pimpin negara. Contoh Inggris perdana menterinya punya darah India, Amerika ada Obama. <br>Jangan menyerah saudaraku ."
2023-11-17T13:46:56Z,@ajengningrum4323,Belajar di Malaysia mereka berbuat anarkis menyerobot lahan dan rumah penduduk asli jangan biarkan mereka menetap lama. kalau sudah nyaman perlahan mereka ingin memilikinya dan menendang suku asli
2023-11-17T13:45:31Z,@ghjvhj8950,Kalau aceh mau seperti negara tetangga terimalah mereka  tapi ingat di kemudian hari mereka akan meraja lela setelah mereka ramai contoh di malaysia
2023-11-17T13:44:06Z,@sinanggartullo31,"UDAH LAH ACEH, MEREKA ITU KETURUNAN LELUHURMU, LIHAT WAJAH MU, MIRIPKAN DENGAN ROHINGNYA"
2023-11-17T13:40:17Z,@syadidaaghnia3761,"Jangan ampe kaya palestina deh, emang membantu tu baik tapi seperlunya aja kalo ngelunjak si pulang aja sono"
2023-11-17T13:39:56Z,@siholsibueaBUEA-dt2od,"Bagaikan buih dilautan,banyak tapi cerai berai,dan tak ubahnya sebuah hidangan yg diperebutkan dari segala penjuru...!"
2023-11-17T13:38:12Z,@dodimaha2261,"Ya Alloh, semoga Muslimin Rohingya terselamatkan, yang menganiaya semoga mendapat azab Alloh SWT. Aamiin. ❤"
2023-11-17T13:33:15Z,@maduamanahrimba217,"Tolonglah siapapun yg mampu dari pemerintahan atau masyarakat aceh atau siapa saja yg mampu.<br>Berilah tempat dan perlindungan, atau makanan dan minuman. Bila tujuanya memang aceh karena sesama muslim itu sudah benar, Kalau bukan orang muslim lalu siapa lagi yg akan menolong mereka....??<br><br>&quot;...kerjakanlah sholat, tunaikanlah zakat dan berikanlah pinjaman kepada Alloh pinjaman yg baik...<br>Kebaikan apa saja yg kamu perbuat untuk dirimu, niscaya kamu memperoleh (balasanya) nya disisi Alloh sebagai balasan yg paling baik &amp; yg paling besar pahalanya. Dan mohonlah ampunan kepada Alloh,sesungguhnya Alloh maha pengampun maha penyayang. (Bagian Qs. Al muzammil 20)"
2023-11-17T13:33:15Z,@masitah1532,"baik juga tapi perlu di contoh malaysia kini kalah sama imigran yang slalu berusaha demi mendapat tempat menikahi warga tempatan.<br>sejinak jinak nya anak harimau kita tau itu binatang buas<br>senurut nurut nya manusia tentu kita tidak tau isi hatinya.<br>liat lah malaysia liat lah palestina.<br>boleh menolong atas dasar agama atau kemanusiaan<br>tapi hantar ke bangla lagi karna mereka sebenar nya sama ras budaya bahasa mau pun asal,usulnya."
2023-11-17T13:28:51Z,@helenarachelleiwakabessy5328,Sesama Islam kok ditolak...????🤣🤣🤣🤣
2023-11-17T13:25:45Z,@candrakirana763,"Biadap kalian yg menolak pengungsi,"
2023-11-17T13:24:54Z,@HarisMawan,Biadab banget.. kan mereka tinggal di atur aja. Mereka kelaparan Dan di buru rezim miyanmar. Belum lagi tenggelam di laut
2023-11-17T13:20:41Z,@onesiforusdaniel8065,Suku Rohingya ini muslim. Koq tidak mendapatkan bantuan dan perhatian dari sesama muslim Indonesia ya 🤔
2023-11-17T13:18:19Z,@iyob7167,"UNTUK PARA WARGA ACEH TOLONG TOLAK SELALU,sebab mereka terdampar adalah kesengajaan untuk datang ke indonesia,mereka akan menjajah bangsa...<br>Dari tahun 2011 ada yg terdampar ditolong,akhirnya mereka datang lagi datang lagi,karena sudab kolingan rohingya yg sudah di indonesia sama yg di sana,gak mungkin lah kalo hanya terdampar bisa terus terusan terdampar kalo bukan tujuan mereka ke indonesia,mereka nangis sedih dll hanya untuk membuat rakyat bangsa ini kasihan dan menolongnya dan tinggal di indonesia ini.<br><br><br>Jadi tolaklah selalu demi bangsa.<br><br><br>Contoh sudah banyak dari malaysia dan negara lain,akhirnya mereka membuat kota sendiri dan menguasai."
2023-11-17T13:17:04Z,@user-ry4sd4to4f,Bukan kita menolak tapi saya selaku warga aceh yg ada di malaysia udah tau bagaimna kelakuan mereka
2023-11-17T13:16:09Z,@DEADPOOL-qz4tn,Hati2... Kawatirkan kelangsungan hidup generasi kerabat keluarga anak cucumu sebangsa Indonesia
2023-11-17T13:13:31Z,@Popjunkys,Suruh ke Papua aja😂😂😂
2023-11-17T13:11:33Z,@pia2025,Kenapa di tolak?  Meka kan lagi membutuh kan pertolongan..  Apa lagi meka agama muslim bukan kah itu sodara
2023-11-17T13:10:14Z,@putragigi1389,Kasian bg di bantu la
2023-11-17T13:09:36Z,@lapagotimur2983,"Pemerintah Indonesia , Malaysia Brunei wajib tolong mereka,tak malu nanti di tolong orang kafir, kalau sifat mereka kurang baik, kan ada hustat kita yang hebat hebat , Abdul Somad dan teman teman, jangan hanya bantu sembako.biar tiap-tiap ibadah ada ceramah untuk mereka."
2023-11-17T13:01:34Z,@El-Ge,"Kalau orang Islam saja sudah tidak mau menolong orang Islam, lalu siapa lagi?"
2023-11-17T12:59:10Z,@syarifazza0074,Masih puluhan mungkin tunduk pada penduduk setempat klo sudah ribuan mereka pasti merasa diatas angin ingin menguasai biasanya bikin resah masyarakat
2023-11-17T12:54:36Z,@nnnahgfdsaajytrr,nyasar ke Indonesia terus ya ..aga ngeri2 sedap nerima tamu luar.. selalu ke ingat cerita palistin😢😢
2023-11-17T12:48:39Z,@BagusWisnu-kh1gp,"Gila hancur bisa aceh,imigrasi kemana ni,heran gw,termasuk costguard,koq gak ada."
2023-11-17T12:46:53Z,@fatkhurrozi1708,"Gara2 isu rohingnya di tindas di myanmar,aceh jadi sukarela nerima imigran gelap rohingnya....<br><br>Sekarang aceh jadi Myanmar yg menolak rohingnya, tapi tak sesadis myanmar.<br><br>Media boleh di percaya,tapi jgn 100%"
2023-11-17T12:46:14Z,@iqbalrahmi1405,"Etnis biang kerok,,,dah di bantu bukan berterima kasih,malah melawan aturan petugas,lari,,,kalo mereka benar kenapa gak berani berkeras kepala di tempat tinggal mereka sendiri,,,sebagai kemanusiaan sudah di bantu,tapi kalo untuk menetap dengan keras kepala,semua negara menolak mereka,,,"
2023-11-17T12:45:46Z,@Gus-mj7gt,Ingat ketika mereka dibantai keji oleh vetnam. <br>Kenapa muslim dan muslim bukan saudara. <br>Yg kejam cina berkembang biak diindonesia dan menguasai ekonomi indonesia. <br>Kata ustad felixiuw bangsa cina itu yahudi timur.yg ga terasa akan menguasai tanah indonesia
2023-11-17T12:43:13Z,@ebhychadus7716,YA ALLAH SEMOGA SODARA2 KITA SEHAT2 SELALU DAN CPT DPT TEMPAT  YG LAYAK AMIN🤲🤲
2023-11-17T12:42:52Z,@empalbrewok5647,Sama aja ma yg skr lagi perang. Coba lu terima. Ntar jg sama blangsaknya 😂
2023-11-17T12:42:45Z,@user-vb8te7zw3o,Setuju usir indonesia cuma dijadikan pembuangan2 turis bawa masalah kyak di bali dipenuhi bule melarat minta2 semena2 .enjijikan ko mereka trasa di biarkan and ngelumjak adat istiadatt
2023-11-17T12:40:43Z,@donpatumbur8652,"Dasar mereka kurang cerdas nih ,lain kali coba ganti indentitas dl .Bikin  KTP  Palestina baru datang langsung ke Jakarta pasti diterima ,dikasihkan rumah,sekolah dan RS khusus. Di pulau Jawa sj masih banyak tanah nganggur tuh, pasti dihibahkan."
2023-11-17T12:34:46Z,@ChristianPrince21n,"Makanya harus hidup rukun dan damai dengn yg beda agama,,harus saling toleransi dgn yg beda agama, biar nga seperti ini..."
2023-11-17T12:34:31Z,@vandhakenil,Takutnya kaya malasia
2023-11-17T12:33:25Z,@yuliastyle1980,Kok di tolak kan seiman ha ha giliran klau dah nyebut beda agama demo deh sejuta umat itu lah diri mu😂😂😂
2023-11-17T12:33:11Z,@tesa5083,"Biarkan beranak cucu di aceh, dan mengarap tanah aceh, penduduk asli bakal terkikis"
2023-11-17T12:32:49Z,@carvalhobelo-eo8hi,Tampung dong saudara2 muslimmu jgn keor aja soal Palestina yg notabene jauh disana😂😂😂
2023-11-17T12:32:08Z,@madine1285,"ada orang yg gak di akui negara ,sungguh di pertanyakan identitasnya,baik apa enggak..."
2023-11-17T12:31:51Z,@Tahu854,"Mana di om Jk, kok ga bersuara.. Wkt menjabat aja cari popularitas, buktikan kl enteh menolong tanpa pamrih."
2023-11-17T12:31:50Z,@RR-ry1uc,"Pengungsi  situasi susah anaknya banyak, pusing cepet berkembang biak status negara ngak jelas."
2023-11-17T12:30:01Z,@jomarcello8641,"Tarik aja ke australia sana, tanah luas dan masih kosong"
2023-11-17T12:29:50Z,@franaldo93,Sesama Islam kok tolak?? 😅
2023-11-17T12:29:49Z,@mpfur.5967,Hebat warga Aceh..
2023-11-17T12:29:45Z,@zkakeksoegiono8149,"MANA YG DI GEMBAR GEMBORKAN FPI DAN KADAL GURUN ? KATA NYA MUSLIM SEMUA BERSAODARA .<br>PRETTTT , BAHAR ,RIJIK SUKA NGECAP .<br><br>KENAPA FPI GAK TAMPUNG SEMUA ROHINGYA ?<br><br>Sok pahlawan kalo depan mic doang . Dasar kadrun ."
2023-11-17T12:28:10Z,@sugandhit88,Warga aceh memang hebat dan tegas menolak penjajah rohingya.
2023-11-17T12:24:05Z,@agam125,SEMOGA MEREKA YG LEMAH MENDAPAT PERTOLONGAN
2023-11-17T12:22:49Z,@DanielLau-kd3if,Banyak anak kecil ya<br><br>Hidup udh susah jangan beranakpinak mulu kasihan..
2023-11-17T12:21:59Z,@sangmalaikat3791,Awas jgn sampai indonesia menjadi palestina
2023-11-17T12:20:57Z,@cenelabal2453,Suru Balek ke negara nya..dia udah tau kebaikan Aceh..malah makin rame yg datang..usir jangan bagi mereka ruang lagi😂😂
2023-11-17T12:20:49Z,@MiMina-uw6qd,Kok aneh bgt
2023-11-17T12:19:29Z,@SofarAnam-eu2rm,Jangan ksih tempat ini berbahaya
2023-11-17T12:17:46Z,@fahrisalim2273,"TOLAK    TOLAK    TOLAK    TOLAK   TOLAK   WARGA  ROHINGYA  DATANG  KE  INDONESIA   TERUTAMA  KE  ACEH   BUAT  SUSAH  MASYARAKAT  SAJA,  GAK  PEDULI  MEREKA  AGAMA  ISLAM,   TIDAK  ADA  NEGARA  YANG  MAU  MENERIMA  MEREKA  KARENA  MEREKA  ITU  ETNIS  INDIA  MANUSIA  TERBAYAK  DI  DUNIA  DATANG  KE  INDONESIA  BUAT  SAMPAH  SAJA,   UJUNG  UJUNG  NYA  BUAT  KRIMINAL"
2023-11-17T12:17:20Z,@fahrisalim2273,"TOLAK    TOLAK    TOLAK    TOLAK   TOLAK   WARGA  ROHINGYA  DATANG  KE  INDONESIA   TERUTAMA  KE  ACEH   BUAT  SUSAH  MASYARAKAT  SAJA,  GAK  PEDULI  MEREKA  AGAMA  ISLAM,   TIDAK  ADA  NEGARA  YANG  MAU  MENERIMA  MEREKA  KARENA  MEREKA  ITU  ETNIS  INDIA  MANUSIA  TERBAYAK  DI  DUNIA  DATANG  KE  INDONESIA  BUAT  SAMPAH  SAJA,   UJUNG  UJUNG  NYA  BUAT  KRIMINAL"
2023-11-17T12:16:58Z,@fahrisalim2273,"TOLAK    TOLAK    TOLAK    TOLAK   TOLAK   WARGA  ROHINGYA  DATANG  KE  INDONESIA   TERUTAMA  KE  ACEH   BUAT  SUSAH  MASYARAKAT  SAJA,  GAK  PEDULI  MEREKA  AGAMA  ISLAM,   TIDAK  ADA  NEGARA  YANG  MAU  MENERIMA  MEREKA  KARENA  MEREKA  ITU  ETNIS  INDIA  MANUSIA  TERBAYAK  DI  DUNIA  DATANG  KE  INDONESIA  BUAT  SAMPAH  SAJA,   UJUNG  UJUNG  NYA  BUAT  KRIMINAL"
2023-11-17T12:14:02Z,@thepirate694,"Sebenarnya kasihan liatnya bro😢.... Tapi gimana lagi, kita masih susah.... Anies mau nampung anak2  Palestina gimana? Punya uang...."
2023-11-17T12:11:40Z,@pinayungan3530,anjiir byk bangett tuh . udah pilih aja cwee nya. klo lakinya suruh pergi lagii
2023-11-17T12:11:30Z,@machoherli4165,Kasih bantuan makan minum..dll. tapi jangan kasih tempat untuk tinggal .seterusnya
2023-11-17T12:09:33Z,@wendyandeka9293,Rakyat aceh harus cerdas. Menerima pengungsi bukan solusi yg tepat. Akan mengundang lebih banyak lagi pengungsi datang ke aceh.
2023-11-17T12:07:00Z,@ricardonainggolans,Rohingya mah diksh hati malah makan jantung😂
2023-11-17T12:03:52Z,@nursiswanto5754,Tolak semua
2023-11-17T12:02:04Z,@iskandariskandar9504,Pemerintah harus turun tangan membantu solusinya
2023-11-17T12:01:47Z,@overlord_id2562,"Jangan mau ditipu, warga aceh...<br>Hati² aja sama imigran gelap bahaya"
2023-11-17T11:56:36Z,@banangradja60,Berarti sama dgn warga arab lainnya yg menolak pengngsi arab lainnya..😁😁..aulooh memang mooi..!!
2023-11-17T11:52:07Z,@kobarakbar1413,Warga aceh harus tolak..
2023-11-17T11:46:03Z,@RChannelst,"Kok bisa gitu sih, tega sekali. Ngomong bela Palestina, saudara yang dekat aja ditolak."
2023-11-17T11:45:56Z,@dwikaryanto5459,Tolak saja suatu saaat akan menjadi pnguasa .
2023-11-17T11:44:46Z,@indrisetiani1421,"Warga aceh udah baik, tapi bingung juga kalo harus ngurusin mereka terus, mereka itu banyak dan semakin bertambah karena diindonesia merasa dimakmurkan"
2023-11-17T11:38:12Z,@kalala3859,Waduh
2023-11-17T11:33:37Z,@aasniati3034,Waspada dgn rohingya mereka nanti ngelunjak
2023-11-17T11:33:18Z,@mfit363,Nanti terjadi seperti malaysia.lama² nanti rohingya ni besar kepala dan kurang ajar.mahu mintak selayang negeri selangor dimalaysia.sial! mmg patut tentera myanmar bunuh mereka.kurang ajar! Mereka menangis itu semua penipu.. nanti dia akan claim aceh dan mahu aceh! sial ini rohingya! Hati² orang eceh dan indonesia!
2023-11-17T11:32:15Z,@mackbedunduk1305,Mantab. Mereka punya tanah air nenek moyangnya sendiri..suruh berjuang di tanah airnya. Jangan suka bawa beban modal gombal belaka bedol kota numpang hidup tinggal ambil enaknya saja di negeri orang. Malah bisa jadi bom waktu. Memangya tanah ini milik mamakmu?!<br><br>Perbaiki sikap pikir jiwa raga kalian...BERJUANGLAAHH..!!!
2023-11-17T11:30:51Z,@bojiaztana,"akhirnya kalian merasakan sndri kan,awal2 mreka masuk sudah sering diperingatkan...tapi bagus skrg ud berpikir jernih kalian"
2023-11-17T11:30:41Z,@hrzakaria,Semoga suatu saat mereka bisa kembali menempati tanah mereka yang pernah dirampas pemerintah myanmar
2023-11-17T11:27:20Z,@agungsetiadi2066,"Orang Indo itu banyak yang blo&#39;on!<br>Saya dukung sikap rakyat Aceh !<br>Rakyat Aceh punya pengalaman buruk dengan pengungsi Rohingnya. Bukan cuma rakyat Aceh tapi juga negara lain yang menampung Rohingnya. Jadibukan asal sesama Islam saja yang dijadikan pertimbangan. <br>Mereka puluhan ribu orang di pemukiman pengungsi di Bangladesh juga tak bekerja, hidup sembarangan dan hanya mengharapkan amal donasi dan rajin beranak."
2023-11-17T11:26:03Z,@IruelIrueldkk-bf1uq,"Usir saja, kalo gak mau bakar"
2023-11-17T11:25:07Z,@manuk_perkutut,"Tanggung jawabnya siapa ini sebenarnya orang2 rohingya,tiap tahun berjuta2 orang sembarang masuk ke negara orang,,,apa karena kelebihan anak tanpa di batasi tanpa melihat perekonomian mereka di tiap2 harinya ,,, kependudukanya gimana?"
2023-11-17T11:24:25Z,@sibarakoko,"Bagus,,,aku bangga dengan warga aceh"
2023-11-17T11:22:05Z,@risma9200,Virus.ada bagus nya dia pergi cari negara lain sudah penuh jakarta sama orang imigran
2023-11-17T11:19:57Z,@blabla2352,Mana ni endrun-endrun yang suka sok paling victim bawa2 kasus rohingya?? Tampung tuh sono 😂
2023-11-17T11:18:45Z,@ArifSofyan-hv8sq,"Entar dikasih tempat tinggal di IKN pada kalian pada protes dah. Tanah enga dibawa mati. Bayangkan jika mereka pengungsi dr Palestine, apakah sikap kalian akan sama juga?"
2023-11-17T11:15:36Z,@user-ee5mp7uc5b,Kemana UAS dan UAH yg biasanya bersuara lantang bila ada saudara muslim yg teraniaya???
2023-11-17T11:10:40Z,@jonrado,Barokallah semoga Allah melindungi kalian semua
2023-11-17T11:09:42Z,@user-rw8nv4ei5j,Woi di tampung lah saudara kita mana otak kalian
2023-11-17T11:06:21Z,@imamwahyudi1178,"Saya menyebutnya YAHUDI era kini, dibantu, diberi tempat tapi mengganggu kenyamanan penduduk setempat membuat risih, mirip kan sama YAHUDI?? Pantas disebut YAHUDI"
2023-11-17T11:05:26Z,@agusstudio7274,Jangan sampe aceh di kuasai sama rohingya
2023-11-17T11:05:24Z,@user-fp9xg8jl6z,"Kita semua berdoa agar dunia ini Aman dan damai, agar kita bisa hidup tentram....."
2023-11-17T11:02:18Z,@ahmadsalam1037,Bukannya kita ndak mau nampung klo bertambah terus siap yg tanggung jwb  n mgkn egek negatif dr juga ada.kenapa kok ndak kmalaysia yg nota bini dekat.PBB Kmana selama ini
2023-11-17T11:00:16Z,@SardiniSardini-ku8mb,"Awal malapetaka menerima pengungsi yang tidak jelas, jika diterima lama kelamaan mereka akan menguasai tanah yg bukan miliknya seperti Israel!!!"
2023-11-17T10:52:51Z,@thesun4328,"Jangan sampai pajak warga Indonesia dipakai buat kasi makan orang rohingya, mending buat Palestina <br>Karena ga ada bedanya rohingya dengan Bangladesh 🔥"
2023-11-17T10:52:48Z,@nslog5637,"Banyaknya,,,penduduk indonesia saja sdh  bertumpuk,,,makin tia bertumpuk,,,sengaja tu kapalnya d daratkan d sana,,,sebab malaysia pun sdh tidak mau menampung mereka"
2023-11-17T10:50:56Z,@petualang5858,"Bila mereka ingin menetap bantulah,mereka itu manusia mulia,mempertahan kan iman nya walau menderita,kan aceh luas,msh bnyak lahan kosong,misal tepi gunung"
2023-11-17T10:50:24Z,@norazizi3505,"Salut sama pemerintah setempat, bukannya warga Aceh tak mempunyai rasa empati, tapi hal ini dilakukan buat kenyamanan warga Aceh itu sendiri, karena antisipasi sejak dini perlu dilakukan buat menghindari hal hal yg tidak diinginkan."
2023-11-17T10:43:28Z,@keangwooichoo6138,Bukan kerana orang indonesia dan malaysia tak ada perikemanusiaan tetapi puak mereka sudah terlalu ramai menumpang di negara kami. Kotor dan sudah besar kepala nak minta hak
2023-11-17T10:42:19Z,@TRICERATOPS102,"Yg kemarin kumpul di monas, hai hamba Allah kah?"
2023-11-17T10:40:57Z,@samsulhuda3395,"Siapa sih mau menerima manusia yg sudah kebingungan mencari tempat tinggal yg aman, semoga dengan berusaha sekuat tenaga mudah2 ada keajaibain dapatcpertolongan dr yg maha kuasa untuk dpt tempat yg layak"
2023-11-17T10:40:40Z,@bernhadsaragih4542,"Diterimalah..kan waktu itu juga diterima sama warga aceh, jadi mereka positif thinking sama masyarakat aceh, apalagi CUKONGNYA senang sekali, karena dapat Cuan besar dari bandar di tempat asalnya kalau diterima 😀"
2023-11-17T10:38:49Z,@oppophone8592,"Mntaap tolak suruh balik ..bahaya ..di mkysia bnyak , mereka ngelunjak  di kasih tumpang ,tapi mau kuasai negara wilayah mlysia .."
2023-11-17T10:38:31Z,@RiniIdrus,Usir mereka cukup sampai dikasih makan terus harus pergi. TNI polri harus kawal mereka sampai keluar aceh
2023-11-17T10:32:12Z,@ferdizee4941,Warga aceh sudah pintar...jangan sampai tanah aceh di kuasai asing...
